cmpdname,BoilingPoint,mw,polararea,heavycnt,hbondacc,C number,N number,O number,Side chain number,Double bond number,Triple bond number,Classify1
"N,N-Dipropyl-2-propyn-1-amine",408.08,139.24,3.2,10,1,9,1,0,1,0,1,Amine
(6E)-6-Tridecene,501.2,182.35,0,13,0,13,0,0,0,1,0,Hydrocarbon
"3,7,11-Trimethyl-1-dodecanol",633.66,228.41,20.2,16,1,15,0,1,3,0,0,Alcohol
3-Dodecyne,492.55,166.3,0,12,0,12,0,0,0,0,1,Hydrocarbon
6-Tetradecanol,611.66,214.39,20.2,15,1,14,0,1,1,0,0,Alcohol
6-Dodecyne,486.15,166.3,0,12,0,12,0,0,0,0,1,Hydrocarbon
4-Methyl-1-pentyne,334.15,82.14,0,6,0,6,0,0,1,0,1,Hydrocarbon
"6-Methyl-1,5-heptadiene",392.3,110.2,0,8,0,8,0,0,1,2,0,Hydrocarbon
"4-Allyl-1,6-heptadien-4-ol",507.39,152.23,20.2,11,1,10,0,1,2,3,0,Alcohol
3-Dodecanol,565.9,186.33,20.2,13,1,12,0,1,1,0,0,Alcohol
"1,4-Hexadiyne",353.7,78.11,0,6,0,6,0,0,0,0,2,Hydrocarbon
"3-(Decyloxy)-1,2-propanediol",703.38,232.36,49.7,16,3,13,0,3,1,0,0,Alcohol
"1,2,4-Pentatriene",310.63,66.1,0,5,0,5,0,0,0,3,0,Hydrocarbon
"2,6-Dimethyldecane",471.15,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"4-Methyl-1,2-pentadiene",343,82.14,0,6,0,6,0,0,1,2,0,Hydrocarbon
"1,10-Undecadiene",462,152.28,0,11,0,11,0,0,0,2,0,Hydrocarbon
"2,2,4,4-Tetramethylpentan-3-ol",439.15,144.25,20.2,10,1,9,0,1,5,0,0,Alcohol
"2,3,4-Pentanetriol",518,120.15,60.7,8,3,5,0,3,3,0,0,Alcohol
3-Ethyl-2-methylheptane,434.36,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon
"Octa-2,4,6-triene",420.65,108.18,0,8,0,8,0,0,0,3,0,Hydrocarbon
"2,5-Dimethyloctane",430.15,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon
"3,5-Dimethyloctane",432.55,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon
"4,5-Dimethyloctane",435.76386,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon
"2,3-Diethyl-1,3-butadiene",392.86269,110.2,0,8,0,8,0,0,2,2,0,Hydrocarbon
"3,5-Octadiyne",437,106.16,0,8,0,8,0,0,0,0,2,Hydrocarbon
"3,4-Dimethyl-1-hexene",385.15,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
"3,3-Diethoxy-1-propanol",496.34,148.2,38.7,10,3,7,0,3,1,0,0,Alcohol
3-Ethyl-3-hexene,389.15,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon
2-Methyl-2-octene,418,126.24,0,9,0,9,0,0,1,1,0,Hydrocarbon
3-Ethyl-3-methylheptane,437.00143,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon
Di-t-butylacetylene,430.94,138.25,0,10,0,10,0,0,4,0,1,Hydrocarbon
"Hepta-1,3,5-triene",386.65,94.15,0,7,0,7,0,0,0,3,0,Hydrocarbon
2-Methyl-1-tridecene,523.15,196.37,0,14,0,14,0,0,1,1,0,Hydrocarbon
"2,3-Butadien-1-ol",401.65,70.09,20.2,5,1,4,0,1,0,2,0,Alcohol
Dec-3-ene,432.56,140.27,0,10,0,10,0,0,0,1,0,Hydrocarbon
2-Nonyne,432.32942,124.22,0,9,0,9,0,0,0,0,1,Hydrocarbon
"2,2-Dimethyl-3-heptanol",494.03,144.25,20.2,10,1,9,0,1,3,0,0,Alcohol
"2,4-Dimethyl-3-heptanol",496.38,144.25,20.2,10,1,9,0,1,3,0,0,Alcohol
"3,5-Dimethyl-3-heptanol",494.03,144.25,20.2,10,1,9,0,1,3,0,0,Alcohol
"3,4-Dimethyl-3-hexanol",424.15,130.229,20.2,9,1,8,0,1,3,0,0,Alcohol
"2,9-Dimethyl-5-decyne",482.28,166.3,0,12,0,12,0,0,2,0,1,Hydrocarbon
5-Dodecyne,483.16,166.3,0,12,0,12,0,0,0,0,1,Hydrocarbon
6-Ethyl-3-decanol,498.15,186.33,20.2,13,1,12,0,1,2,0,0,Alcohol
4-Ethyl-3-hexanol,437.15,130.229,20.2,9,1,8,0,1,2,0,0,Alcohol
3-Ethyl-2-methyl-1-heptene,424.52,140.27,0,10,0,10,0,0,2,1,0,Hydrocarbon
2-Methyl-3-ethyl-2-heptene,432.32,140.27,0,10,0,10,0,0,2,1,0,Hydrocarbon
2-Methyl-3-ethyl-2-pentene,387.9,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
"2,4-Hexanediol",479.15,118.17,40.5,8,2,6,0,2,2,0,0,Alcohol
"2,7-Dimethyl-2,7-octanediol",606.3,174.28,40.5,12,2,10,0,2,4,0,0,Alcohol
"2,3-Dimethyl-2-octene",431.75,140.27,0,10,0,10,0,0,2,1,0,Hydrocarbon
6-Ethyl-3-octanol,519.7,158.28,20.2,11,1,10,0,1,2,0,0,Alcohol
"2,4-Dimethyl-4-penten-2-ol",405.15,114.19,20.2,8,1,7,0,1,3,1,0,Alcohol
3-Nonyne,429.79928,124.22,0,9,0,9,0,0,0,0,1,Hydrocarbon
4-Nonyne,337.76475,124.22,0,9,0,9,0,0,0,0,1,Hydrocarbon
4-Methyl-2-hexyne,372.69,96.17,0,7,0,7,0,0,1,0,1,Hydrocarbon
"2,3,5-Trimethylheptane",433.86,142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon
"3,3,4-Trimethylheptane",435.06,142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon
Tetravinylmethane,389.01,120.19,0,9,0,9,0,0,2,4,0,Hydrocarbon
2-Octyn-1-ol,483.82,126.2,20.2,9,1,8,0,1,0,0,1,Alcohol
"2,4-Heptanediol",543.24,132.2,40.5,9,2,7,0,2,2,0,0,Alcohol
4-Methyl-2-pentyne,346.15,82.14,0,6,0,6,0,0,1,0,1,Hydrocarbon
4-Dodecyne,483.16,166.3,0,12,0,12,0,0,0,0,1,Hydrocarbon
"2,11-Dimethyl-2,11-dodecanediol",697.82,230.39,40.5,16,2,14,0,2,4,0,0,Alcohol
"2,3,3-Trimethyl-2-pentanol",433.15,130.229,20.2,9,1,8,0,1,4,0,0,Alcohol
4-Methyl-4-octanol,453.22759,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol
"Penta-1,4-diyne",294.24,64.08,0,5,0,5,0,0,0,0,2,Hydrocarbon
"2,4-Dimethyl-2,4-pentanediol",537.66,132.2,40.5,9,2,7,0,2,4,0,0,Alcohol
1-Heptadecyne,572.16,236.4,0,17,0,17,0,0,0,0,1,Hydrocarbon
2-Tridecyne,518.15,180.33,0,13,0,13,0,0,0,0,1,Hydrocarbon
Propen-2-ol,356.98,58.08,20.2,4,1,3,0,1,1,1,0,Alcohol
"1,2,4,5-Hexatetraene",336.78,78.11,0,6,0,6,0,0,0,4,0,Hydrocarbon
"1,3,4-Hexatriene",387,80.13,0,6,0,6,0,0,0,3,0,Hydrocarbon
5-Methyl-5-nonanol,475.15,158.28,20.2,11,1,10,0,1,2,0,0,Alcohol
1-Nonen-4-ol,493.94,142.24,20.2,10,1,9,0,1,1,1,0,Alcohol
7-Tetradecyne,528.92,194.36,0,14,0,14,0,0,0,0,1,Hydrocarbon
9-Octadecyne,415,250.5,0,18,0,18,0,0,0,0,1,Hydrocarbon
Tri-t-butylmethane,486.91,184.36,0,13,0,13,0,0,7,0,0,Hydrocarbon
7-Methyl-3-octyne,414.08,124.22,0,9,0,9,0,0,1,0,1,Hydrocarbon
"2,2,6,6-Tetramethylheptane",436.15,156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
3-Methyl-1-hexyne,358.15,96.17,0,7,0,7,0,0,1,0,1,Hydrocarbon
6-Tridecyne,506.04,180.33,0,13,0,13,0,0,0,0,1,Hydrocarbon
3-Methyl-6-hepten-1-yn-3-ol,458.39,124.18,20.2,9,1,8,0,1,2,1,1,Alcohol
6-Methyl-3-heptyne,391.2,110.2,0,8,0,8,0,0,1,0,1,Hydrocarbon
4-Methyl-2-heptanol,444.15,130.229,20.2,9,1,8,0,1,2,0,0,Alcohol
"4,5-Dipropyl-4-octene",523.84,196.37,0,14,0,14,0,0,2,1,0,Hydrocarbon
5-Tridecanol,588.78,200.36,20.2,14,1,13,0,1,1,0,0,Alcohol
5-Methyl-4-octanol,496.82,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol
3-Tridecyne,511.15,180.33,0,13,0,13,0,0,0,0,1,Hydrocarbon
4-Tridecyne,506.04,180.33,0,13,0,13,0,0,0,0,1,Hydrocarbon
5-Tridecyne,506.04,180.33,0,13,0,13,0,0,0,0,1,Hydrocarbon
2-Undecyne,479.15,152.28,0,11,0,11,0,0,0,0,1,Hydrocarbon
3-Undecyne,473.15,152.28,0,11,0,11,0,0,0,0,1,Hydrocarbon
4-Undecyne,471.65,152.28,0,11,0,11,0,0,0,0,1,Hydrocarbon
3-Tetradecyne,528.15,194.36,0,14,0,14,0,0,0,0,1,Hydrocarbon
5-Tetradecyne,528.92,194.36,0,14,0,14,0,0,0,0,1,Hydrocarbon
"2,2,4,4,5-Pentamethylhexane",449.15,156.31,0,11,0,11,0,0,5,0,0,Hydrocarbon
"2,4,6-Trimethyl-4-heptanol",455.15,158.28,20.2,11,1,10,0,1,4,0,0,Alcohol
"2,2,7,7-Tetramethyl-3,4-octadiene",475.13,166.3,0,12,0,12,0,0,4,2,0,Hydrocarbon
"2,2,5,5-Tetramethylheptane",439.15,156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
"3,3,5,5-Tetramethylheptane",453.15,156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
"3,3,6,6-Tetramethyloctane",462.9,170.33,0,12,0,12,0,0,4,0,0,Hydrocarbon
"1,1,2,2-Tetra-t-butylethane",597.64,254.5,0,18,0,18,0,0,10,0,0,Hydrocarbon
"4,4,6,6-Tetramethylnonane",490.58,184.36,0,13,0,13,0,0,4,0,0,Hydrocarbon
"3,5-Dimethyl-3,5-diethylheptane",490.58,184.36,0,13,0,13,0,0,4,0,0,Hydrocarbon
"5,5,7,7-Tetramethylundecane",536.34,212.41,0,15,0,15,0,0,4,0,0,Hydrocarbon
"4,6-Diethyl-4,6-dimethylnonane",536.34,212.41,0,15,0,15,0,0,4,0,0,Hydrocarbon
6-Methyl-6-hepten-4-yn-3-ol,479.94,124.18,20.2,9,1,8,0,1,2,1,1,Alcohol
"2,2,5,5,8,8-Hexamethylnona-3,6-diyne",551.11,204.35,0,15,0,15,0,0,6,0,2,Hydrocarbon
"1,3-Pentanediol",497.92,104.15,40.5,7,2,5,0,2,1,0,0,Alcohol
1-Nonacosene,859.8,406.8,0,29,0,29,0,0,0,1,0,Hydrocarbon
"1-Decene, polymer with 1-octene",606.2,252.5,0,18,0,18,0,0,0,2,0,Hydrocarbon
"2,6,10,14,19,23,27,31-Octamethyldotriacontane",1111.28,563.1,0,40,0,40,0,0,8,0,0,Hydrocarbon
Triisobutylene,471.74,168.32,0,12,0,12,0,0,5,1,0,Hydrocarbon
(R)-2-Isopropyl-5-methylhexanol,484.15,158.28,20.2,11,1,10,0,1,3,0,0,Alcohol
trans-4-Methyl-2-pentene,331.73,84.16,0,6,0,6,0,0,1,1,0,Hydrocarbon
"2-Butene-1,4-diol",404.15,88.11,40.5,6,2,4,0,2,1,1,0,Alcohol
"2,2-Dimethylundecane",494.15,184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon
4-Methylhexadecane,588.12,240.5,0,17,0,17,0,0,1,0,0,Hydrocarbon
1-Tricosene,652.15,322.6,0,23,0,23,0,0,0,1,0,Hydrocarbon
"3,4-Dimethylpentan-2-ol",426.15,116.2,20.2,8,1,7,0,1,3,0,0,Alcohol
"2,2,3-Trimethyloctane",452.15,156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"2,3,5-Trimethyloctane",450.15,156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"2-Isopropylpropane-1,3-diol",520.36,118.17,40.5,8,2,6,0,2,2,0,0,Alcohol
"2,3-Dimethylbutan-2-amine",446.65,101.19,26,7,1,6,1,0,3,0,0,Amine
"1,3-Hexanediol",520.8,118.17,40.5,8,2,6,0,2,1,0,0,Alcohol
Isohexylamine,396.75,101.19,26,7,1,6,1,0,1,0,0,Amine
"meso-2,3-Butanediol",456.65,90.12,40.5,6,2,4,0,2,2,0,0,Alcohol
2-Methyl-1-heptanol,453.15,130.229,20.2,9,1,8,0,1,1,0,0,Alcohol
"3,9-Diethyl-6-tridecanol",582.15,256.5,20.2,18,1,17,0,1,3,0,0,Alcohol
"(R,R)-2,3-butanediol",350.5,90.12,40.5,6,2,4,0,2,2,0,0,Alcohol
"1,4,7-Heptanetriol",635.86,148.2,60.7,10,3,7,0,3,2,0,0,Alcohol
"3-Ethyl-2,4-dimethylpentan-3-ol",451.05,144.25,20.2,10,1,9,0,1,4,0,0,Alcohol
Propargylamine,357.15,55.08,26,4,1,3,1,0,0,0,1,Amine
"2,6-Dimethyl-5-hepten-1-ol",501.3,142.24,20.2,10,1,9,0,1,2,1,0,Alcohol
7-n-Propyltridecane,565.24,226.44,0,16,0,16,0,0,1,0,0,Hydrocarbon
"3-Methyl-1,3-butanediol",481.15,104.15,40.5,7,2,5,0,2,2,0,0,Alcohol
"R-1,2-Propanediol",461.15,76.09,40.5,5,2,3,0,2,1,0,0,Alcohol
17-n-Hexadecyltetratriacontane,1343.16,703.3,0,50,0,50,0,0,1,0,0,Hydrocarbon
2-Methyltricosane,480.9,338.7,0,24,0,24,0,0,1,0,0,Hydrocarbon
8-Methylheptadecane,611,254.5,0,18,0,18,0,0,1,0,0,Hydrocarbon
7-Methylhexadecane,588.12,240.5,0,17,0,17,0,0,1,0,0,Hydrocarbon
3-Ethyltetracosane,794.04,366.7,0,26,0,26,0,0,1,0,0,Hydrocarbon
7-Hexyltridecane,633.88,268.5,0,19,0,19,0,0,1,0,0,Hydrocarbon
5-Butylnonane,492.15,184.36,0,13,0,13,0,0,1,0,0,Hydrocarbon
"3,3-Dimethyl-1-pentyne",343.15,96.17,0,7,0,7,0,0,2,0,1,Hydrocarbon
"1,6-Heptadiyne",384.15,92.14,0,7,0,7,0,0,0,0,2,Hydrocarbon
"N,N-Dimethyl neopentylamine",368.97,115.22,3.2,8,1,7,1,0,3,0,0,Amine
"N,N-diethylhexadecylamine",472.65,297.6,3.2,21,1,20,1,0,1,0,0,Amine
"(2S,3S)-butane-2,3-diol",453.65,90.12,40.5,6,2,4,0,2,2,0,0,Alcohol
Lycopene,1167.92,536.9,0,40,0,40,0,0,8,13,0,Hydrocarbon
"(S)-butane-1,3-diol",475.04,90.12,40.5,6,2,4,0,2,1,0,0,Alcohol
"3,3-Diethylhexane",439.45,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon
"2,9-Dimethyldecane",477.15,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
4-Methyloctadecane,633.88,268.5,0,19,0,19,0,0,1,0,0,Hydrocarbon
3-Methyl-1-heptanol,459.15,130.229,20.2,9,1,8,0,1,1,0,0,Alcohol
"2,2,6-Trimethylheptane",422.15,142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon
2-Methyl-1-hepten-3-ol,470.94,128.21,20.2,9,1,8,0,1,2,1,0,Alcohol
7-Methyl-3-methylene-6-octen-1-ol,521.18,154.25,20.2,11,1,10,0,1,2,2,0,Alcohol
7-Methyl-1-octene,412.15,126.24,0,9,0,9,0,0,1,1,0,Hydrocarbon
4-Methyl-1-octene,401.76,126.24,0,9,0,9,0,0,1,1,0,Hydrocarbon
2-Methyl-1-decene,463.85,154.29,0,11,0,11,0,0,1,1,0,Hydrocarbon
4-Methyl-1-decene,447.52,154.29,0,11,0,11,0,0,1,1,0,Hydrocarbon
Ethyl isobutyl amine,361.70537,101.19,12,7,1,6,1,0,1,0,0,Amine
3-Ethyltridecane,542.36,212.41,0,15,0,15,0,0,1,0,0,Hydrocarbon
"2,4-Dimethyl-3-isopropylpentane",430.15,142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon
3-Methyltritriacontane,977.08,478.9,0,34,0,34,0,0,1,0,0,Hydrocarbon
"2,4-Dimethyl-2-hexene",384,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
"1,19-Eicosadiene",650.56,278.5,0,20,0,20,0,0,0,2,0,Hydrocarbon
2-Methyldocosane,725.4,324.6,0,23,0,23,0,0,1,0,0,Hydrocarbon
2-Methyleicosane,679.64,296.6,0,21,0,21,0,0,1,0,0,Hydrocarbon
2-Methyloctacosane,862.68,408.8,0,29,0,29,0,0,1,0,0,Hydrocarbon
3-Decanol,490.15,158.28,20.2,11,1,10,0,1,1,0,0,Alcohol
11-Methylheptacosane,839.8,394.8,0,28,0,28,0,0,1,0,0,Hydrocarbon
13-Methylheptacosane,839.8,394.8,0,28,0,28,0,0,1,0,0,Hydrocarbon
4-Ethyl-5-methylnonane,472.15,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"4,5-Diethyloctane",466.15,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"5,6-Dimethyldecane",474.15,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
2-Methyl-1-dodecene,504.45,182.35,0,13,0,13,0,0,1,1,0,Hydrocarbon
"2,7-Dimethyl-2,6-octadiene",439.88857,138.25,0,10,0,10,0,0,2,2,0,Hydrocarbon
"2,4-Dimethyl-1-hexene",384.35,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
"2,2,3,3,4-Pentamethylpentane",439.15,142.28,0,10,0,10,0,0,5,0,0,Hydrocarbon
"2,2,3,4,4-Pentamethylpentane",432.15,142.28,0,10,0,10,0,0,5,0,0,Hydrocarbon
"2,7-Dimethylundecane",496.16,184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon
"2,8-Dimethylundecane",496.16,184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon
"2,9-Dimethylundecane",496.16,184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon
"3,7-Dimethylundecane",496.16,184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon
"3,9-Dimethylundecane",496.16,184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon
"4,7-Dimethylundecane",496.16,184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon
4-Ethyl-4-methylheptane,433.96,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon
6-Methylundecane,479.15,170.33,0,12,0,12,0,0,1,0,0,Hydrocarbon
"2,5-Dimethyldecane",471.15,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"3,6-Dimethyldecane",474.15,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"3,8-Dimethyldecane",478.15,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
3-Ethylundecane,496.6,184.36,0,13,0,13,0,0,1,0,0,Hydrocarbon
"4,4-Dipropylheptane",493.81,184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon
"2,3-Dimethylundecane",501.15,184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon
"3,4-Dimethylundecane",496.16,184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon
"3,5-Dimethylundecane",496.16,184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon
"5,7-Dimethylundecane",496.16,184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon
5-Methyldodecane,496.6,184.36,0,13,0,13,0,0,1,0,0,Hydrocarbon
"5,6-Dimethylundecane",496.16,184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon
"2-Ethyl-3,3-dimethylbut-1-ene",390.03498,112.21,0,8,0,8,0,0,3,1,0,Hydrocarbon
"2,2,4-Trimethyloctane",443.15834,156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
3-Ethyl-2-methyl-2-pentanol,429.15,130.229,20.2,9,1,8,0,1,3,0,0,Alcohol
5-Ethyl-3-nonanol,498.55,172.31,20.2,12,1,11,0,1,2,0,0,Alcohol
"3,4,4-Trimethylheptane",434.26,142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon
"3-Ethyl-2,2-dimethylhexane",429.26,142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon
Dodec-4-ene,478.32,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon
Santolina alcohol,517.63,154.25,20.2,11,1,10,0,1,4,2,0,Alcohol
2-Methyl-2-nonene,444.15,140.27,0,10,0,10,0,0,1,1,0,Hydrocarbon
"1,15-Hexadecadiene",559.04,222.41,0,16,0,16,0,0,0,2,0,Hydrocarbon
1-Undecyn-4-ol,533.14,168.28,20.2,12,1,11,0,1,1,0,1,Alcohol
10-Methyl-1-undecene,470.4,168.32,0,12,0,12,0,0,1,1,0,Hydrocarbon
"1,2-Nonadiene",405.47,124.22,0,9,0,9,0,0,0,2,0,Hydrocarbon
"2,3-Hexanediol",478.15,118.17,40.5,8,2,6,0,2,2,0,0,Alcohol
"2,2-Dimethyl-1-octanol",484.15,158.28,20.2,11,1,10,0,1,2,0,0,Alcohol
4-Methyltetradecane,542.36,212.41,0,15,0,15,0,0,1,0,0,Hydrocarbon
4-Methylnonadecane,656.76,282.5,0,20,0,20,0,0,1,0,0,Hydrocarbon
4-Methylheptadecane,611,254.5,0,18,0,18,0,0,1,0,0,Hydrocarbon
"2,4-Dimethyldecane",473.15,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"2-Methylhexa-2,4-diene",382.35,96.17,0,7,0,7,0,0,1,2,0,Hydrocarbon
"2,3-Dimethylnonane",448,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
4-Methylundecane,483,170.33,0,12,0,12,0,0,1,0,0,Hydrocarbon
2-Methyl-1-pentadecene,557.15,224.42,0,16,0,16,0,0,1,1,0,Hydrocarbon
"2,3,4-Trimethyl-3-pentanol",429.65,130.229,20.2,9,1,8,0,1,4,0,0,Alcohol
"2,6-Dimethyl-6-hepten-2-ol",491.03,142.24,20.2,10,1,9,0,1,3,1,0,Alcohol
2-Ethyl-1-pentene,367.15,98.19,0,7,0,7,0,0,1,1,0,Hydrocarbon
"3,5-Dimethylhex-2-ene",385.15,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
2-Ethyl-4-methyl-1-pentene,383.45,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon
11-Dodecen-1-ol,563.02,184.32,20.2,13,1,12,0,1,0,1,0,Alcohol
11-Methylhentriacontane,931.32,450.9,0,32,0,32,0,0,1,0,0,Hydrocarbon
2-Methyl-3-hexyne,367.15,96.17,0,7,0,7,0,0,1,0,1,Hydrocarbon
"1,2,2-Trimethylpropylamine",374.15,101.19,26,7,1,6,1,0,3,0,0,Amine
6-Methyloctan-1-ol,479.15,144.25,20.2,10,1,9,0,1,1,0,0,Alcohol
2-Methyl-n-propyl-1-propanamine,397.15,115.22,12,8,1,7,1,0,1,0,0,Amine
"3,3-Dimethylheptane",410.15,128.25,0,9,0,9,0,0,2,0,0,Hydrocarbon
N-Methylisoamylamine,377.15,101.19,12,7,1,6,1,0,1,0,0,Amine
N-tert-Butylethylamine,359.15,101.19,12,7,1,6,1,0,2,0,0,Amine
"N,N-Dipropyl-1-butanamine",440.84,157.3,3.2,11,1,10,1,0,1,0,0,Amine
"3,4-Dimethyl-1,5-hexadiene",374.95,110.2,0,8,0,8,0,0,2,2,0,Hydrocarbon
"2,2,4,4-Tetramethylhexane",426.96,142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon
2-Methyl-1-tetradecene,540.15,210.4,0,15,0,15,0,0,1,1,0,Hydrocarbon
4-Ethyl-2-methylheptane,429.36,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon
4-Ethyl-3-methylheptane,435.36,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon
3-Ethyl-4-methylheptane,436.16,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon
"2,2,3-Trimethylheptane",430.76,142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon
"2,3,3-Trimethylheptane",433.2,142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon
"3-Ethyl-2,3-dimethylhexane",436.86,142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon
"4-Ethyl-2,3-dimethylhexane",434.06,142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon
"4-Ethyl-2,4-dimethylhexane",434.26,142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon
"3-Ethyl-2,5-dimethylhexane",427.26,142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon
"4-Ethyl-3,3-dimethylhexane",436.06,142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon
"3-Ethyl-3,4-dimethylhexane",435.26,142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon
"2,2,3,4-Tetramethylhexane",429.88033,142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon
"2,2,3,5-Tetramethylhexane",421.81711,142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon
"2,3,3,4-Tetramethylhexane",437.74,142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon
"2,3,3,5-Tetramethylhexane",426,142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon
"2,3,4,4-Tetramethylhexane",435.31525,142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon
"2,3,4,5-Tetramethylhexane",428.93767,142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon
"3,3-Diethyl-2-methylpentane",442.86,142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon
"3-Ethyl-2,2,3-trimethylpentane",442.66,142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon
"3-Ethyl-2,2,4-trimethylpentane",428.45,142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon
"3-Ethyl-2,3,4-trimethylpentane",442.59,142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon
2-Methyl-3-nonene,434.15,140.27,0,10,0,10,0,0,1,1,0,Hydrocarbon
"2,6,10,14-Tetramethyloctadecane",701.2,310.6,0,22,0,22,0,0,4,0,0,Hydrocarbon
"2,6-Dimethyl-2-heptene",409,126.24,0,9,0,9,0,0,2,1,0,Hydrocarbon
"3,3,4-Trimethylpent-1-ene",378.17949,112.21,0,8,0,8,0,0,3,1,0,Hydrocarbon
"3,4,4-Trimethylpent-1-ene",377,112.21,0,8,0,8,0,0,3,1,0,Hydrocarbon
"2,6,10,14-Tetramethyl-2-hexadecene",659.92,280.5,0,20,0,20,0,0,4,1,0,Hydrocarbon
"11,15-Dimethylhentriacontane",953.76,464.9,0,33,0,33,0,0,2,0,0,Hydrocarbon
"13,17-Dimethylhentriacontane",953.76,464.9,0,33,0,33,0,0,2,0,0,Hydrocarbon
13-Methyltritriacontane,977.08,478.9,0,34,0,34,0,0,1,0,0,Hydrocarbon
"11,15-Dimethyltritriacontane",999.52,492.9,0,35,0,35,0,0,2,0,0,Hydrocarbon
"15,19-Dimethyltritriacontane",999.52,492.9,0,35,0,35,0,0,2,0,0,Hydrocarbon
"11,15-Dimethylpentatriacontane",1045.28,521,0,37,0,37,0,0,2,0,0,Hydrocarbon
"15,19-Dimethylpentatriacontane",1045.28,521,0,37,0,37,0,0,2,0,0,Hydrocarbon
"15,19-Dimethylheptatriacontane",1091.04,549.1,0,39,0,39,0,0,2,0,0,Hydrocarbon
12-Methyldotriacontane,954.2,464.9,0,33,0,33,0,0,1,0,0,Hydrocarbon
14-Methyldotriacontane,954.2,464.9,0,33,0,33,0,0,1,0,0,Hydrocarbon
